,imgA,imgB,imgA_seg,imgB_seg
85134,img/WOMEN/Blouses_Shirts/id_00002997/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002997/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002997/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002997/03_1_front_segment.png
85137,img/WOMEN/Tees_Tanks/id_00002478/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002478/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002478/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002478/07_2_side_segment.png
85142,img/WOMEN/Tees_Tanks/id_00002478/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002478/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002478/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002478/07_1_front_segment.png
85152,img/WOMEN/Tees_Tanks/id_00006020/11_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006020/11_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006020/11_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006020/11_1_front_segment.png
85155,img/WOMEN/Tees_Tanks/id_00006020/11_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006020/11_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006020/11_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006020/11_2_side_segment.png
85170,img/WOMEN/Tees_Tanks/id_00003523/40_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003523/40_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003523/40_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003523/40_2_side_segment.png
85173,img/WOMEN/Tees_Tanks/id_00003523/40_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003523/40_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003523/40_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003523/40_1_front_segment.png
85206,img/WOMEN/Tees_Tanks/id_00004975/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00004975/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00004975/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00004975/03_2_side_segment.png
85209,img/WOMEN/Tees_Tanks/id_00004975/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00004975/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00004975/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00004975/03_1_front_segment.png
85217,img/WOMEN/Tees_Tanks/id_00006210/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006210/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006210/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006210/01_2_side_segment.png
85222,img/WOMEN/Tees_Tanks/id_00006210/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006210/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006210/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006210/01_1_front_segment.png
85234,img/WOMEN/Tees_Tanks/id_00007542/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00007542/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00007542/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007542/05_1_front_segment.png
85237,img/WOMEN/Tees_Tanks/id_00007542/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00007542/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00007542/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007542/05_2_side_segment.png
85246,img/WOMEN/Dresses/id_00001302/07_2_side.jpg,img/WOMEN/Dresses/id_00001302/07_1_front.jpg,img_seg/WOMEN/Dresses/id_00001302/07_2_side_segment.png,img_seg/WOMEN/Dresses/id_00001302/07_1_front_segment.png
85249,img/WOMEN/Dresses/id_00001302/07_1_front.jpg,img/WOMEN/Dresses/id_00001302/07_2_side.jpg,img_seg/WOMEN/Dresses/id_00001302/07_1_front_segment.png,img_seg/WOMEN/Dresses/id_00001302/07_2_side_segment.png
85250,img/WOMEN/Rompers_Jumpsuits/id_00001548/06_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00001548/06_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00001548/06_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00001548/06_1_front_segment.png
85253,img/WOMEN/Rompers_Jumpsuits/id_00001548/06_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00001548/06_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00001548/06_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00001548/06_2_side_segment.png
85262,img/WOMEN/Blouses_Shirts/id_00001920/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00001920/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001920/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001920/03_2_side_segment.png
85263,img/WOMEN/Blouses_Shirts/id_00001920/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00001920/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001920/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001920/03_1_front_segment.png
85275,img/WOMEN/Tees_Tanks/id_00003500/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003500/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003500/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003500/05_1_front_segment.png
85280,img/WOMEN/Tees_Tanks/id_00003500/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003500/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003500/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003500/05_2_side_segment.png
85283,img/WOMEN/Leggings/id_00003347/04_1_front.jpg,img/WOMEN/Denim/id_00003347/04_2_side.jpg,img_seg/WOMEN/Leggings/id_00003347/04_1_front_segment.png,img_seg/WOMEN/Denim/id_00003347/04_2_side_segment.png
85288,img/WOMEN/Denim/id_00003347/04_2_side.jpg,img/WOMEN/Leggings/id_00003347/04_1_front.jpg,img_seg/WOMEN/Denim/id_00003347/04_2_side_segment.png,img_seg/WOMEN/Leggings/id_00003347/04_1_front_segment.png
85295,img/WOMEN/Dresses/id_00003624/03_2_side.jpg,img/WOMEN/Dresses/id_00003624/03_1_front.jpg,img_seg/WOMEN/Dresses/id_00003624/03_2_side_segment.png,img_seg/WOMEN/Dresses/id_00003624/03_1_front_segment.png
85300,img/WOMEN/Dresses/id_00003624/03_1_front.jpg,img/WOMEN/Dresses/id_00003624/03_2_side.jpg,img_seg/WOMEN/Dresses/id_00003624/03_1_front_segment.png,img_seg/WOMEN/Dresses/id_00003624/03_2_side_segment.png
85333,img/WOMEN/Blouses_Shirts/id_00001084/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00001084/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001084/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001084/02_2_side_segment.png
85335,img/WOMEN/Blouses_Shirts/id_00001084/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00001084/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001084/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001084/02_1_front_segment.png
85343,img/WOMEN/Dresses/id_00004577/02_1_front.jpg,img/WOMEN/Dresses/id_00004577/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00004577/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004577/02_2_side_segment.png
85348,img/WOMEN/Dresses/id_00004577/02_2_side.jpg,img/WOMEN/Dresses/id_00004577/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00004577/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004577/02_1_front_segment.png
85355,img/WOMEN/Tees_Tanks/id_00006546/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006546/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006546/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006546/07_1_front_segment.png
85358,img/WOMEN/Tees_Tanks/id_00006546/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006546/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006546/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006546/07_2_side_segment.png
85375,img/WOMEN/Blouses_Shirts/id_00007547/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00007547/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007547/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007547/02_1_front_segment.png
85377,img/WOMEN/Blouses_Shirts/id_00007547/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00007547/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007547/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007547/02_2_side_segment.png
85378,img/WOMEN/Tees_Tanks/id_00006456/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006456/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006456/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006456/02_2_side_segment.png
85380,img/WOMEN/Tees_Tanks/id_00006456/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006456/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006456/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006456/02_1_front_segment.png
85389,img/WOMEN/Rompers_Jumpsuits/id_00001650/01_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00001650/01_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00001650/01_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00001650/01_2_side_segment.png
85394,img/WOMEN/Rompers_Jumpsuits/id_00001650/01_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00001650/01_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00001650/01_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00001650/01_1_front_segment.png
85401,img/WOMEN/Blouses_Shirts/id_00002008/06_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002008/06_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002008/06_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002008/06_2_side_segment.png
85406,img/WOMEN/Blouses_Shirts/id_00002008/06_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002008/06_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002008/06_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002008/06_1_front_segment.png
85415,img/WOMEN/Rompers_Jumpsuits/id_00005251/03_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00005251/03_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00005251/03_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00005251/03_2_side_segment.png
85417,img/WOMEN/Rompers_Jumpsuits/id_00005251/03_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00005251/03_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00005251/03_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00005251/03_1_front_segment.png
85418,img/WOMEN/Dresses/id_00004996/01_2_side.jpg,img/WOMEN/Dresses/id_00004996/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00004996/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004996/01_1_front_segment.png
85421,img/WOMEN/Dresses/id_00004996/01_1_front.jpg,img/WOMEN/Dresses/id_00004996/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00004996/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004996/01_2_side_segment.png
85431,img/MEN/Tees_Tanks/id_00002103/02_2_side.jpg,img/MEN/Tees_Tanks/id_00002103/02_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00002103/02_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00002103/02_1_front_segment.png
85436,img/MEN/Tees_Tanks/id_00002103/02_1_front.jpg,img/MEN/Tees_Tanks/id_00002103/02_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00002103/02_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00002103/02_2_side_segment.png
85443,img/WOMEN/Dresses/id_00004370/02_2_side.jpg,img/WOMEN/Dresses/id_00004370/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00004370/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004370/02_1_front_segment.png
85448,img/WOMEN/Dresses/id_00004370/02_1_front.jpg,img/WOMEN/Dresses/id_00004370/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00004370/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004370/02_2_side_segment.png
85465,img/WOMEN/Tees_Tanks/id_00003509/06_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003509/06_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003509/06_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003509/06_1_front_segment.png
85470,img/WOMEN/Tees_Tanks/id_00003509/06_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003509/06_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003509/06_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003509/06_2_side_segment.png
85483,img/WOMEN/Tees_Tanks/id_00004398/04_2_side.jpg,img/WOMEN/Tees_Tanks/id_00004398/04_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00004398/04_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00004398/04_1_front_segment.png
85490,img/WOMEN/Tees_Tanks/id_00004398/04_1_front.jpg,img/WOMEN/Tees_Tanks/id_00004398/04_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00004398/04_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00004398/04_2_side_segment.png
85494,img/WOMEN/Cardigans/id_00002547/03_1_front.jpg,img/WOMEN/Cardigans/id_00002547/03_2_side.jpg,img_seg/WOMEN/Cardigans/id_00002547/03_1_front_segment.png,img_seg/WOMEN/Cardigans/id_00002547/03_2_side_segment.png
85501,img/WOMEN/Cardigans/id_00002547/03_2_side.jpg,img/WOMEN/Cardigans/id_00002547/03_1_front.jpg,img_seg/WOMEN/Cardigans/id_00002547/03_2_side_segment.png,img_seg/WOMEN/Cardigans/id_00002547/03_1_front_segment.png
85505,img/WOMEN/Sweaters/id_00003233/03_1_front.jpg,img/WOMEN/Sweaters/id_00003233/03_2_side.jpg,img_seg/WOMEN/Sweaters/id_00003233/03_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00003233/03_2_side_segment.png
85510,img/WOMEN/Sweaters/id_00003233/03_2_side.jpg,img/WOMEN/Sweaters/id_00003233/03_1_front.jpg,img_seg/WOMEN/Sweaters/id_00003233/03_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00003233/03_1_front_segment.png
85517,img/WOMEN/Tees_Tanks/id_00001384/21_2_side.jpg,img/WOMEN/Tees_Tanks/id_00001384/21_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00001384/21_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001384/21_1_front_segment.png
85520,img/WOMEN/Tees_Tanks/id_00001384/21_1_front.jpg,img/WOMEN/Tees_Tanks/id_00001384/21_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00001384/21_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001384/21_2_side_segment.png
85537,img/WOMEN/Rompers_Jumpsuits/id_00007945/04_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00007945/04_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00007945/04_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00007945/04_2_side_segment.png
85539,img/WOMEN/Rompers_Jumpsuits/id_00007945/04_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00007945/04_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00007945/04_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00007945/04_1_front_segment.png
85540,img/WOMEN/Dresses/id_00004167/05_1_front.jpg,img/WOMEN/Dresses/id_00004167/05_2_side.jpg,img_seg/WOMEN/Dresses/id_00004167/05_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004167/05_2_side_segment.png
85543,img/WOMEN/Dresses/id_00004167/05_2_side.jpg,img/WOMEN/Dresses/id_00004167/05_1_front.jpg,img_seg/WOMEN/Dresses/id_00004167/05_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004167/05_1_front_segment.png
85557,img/WOMEN/Dresses/id_00001651/02_2_side.jpg,img/WOMEN/Dresses/id_00001651/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00001651/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00001651/02_1_front_segment.png
85562,img/WOMEN/Dresses/id_00001651/02_1_front.jpg,img/WOMEN/Dresses/id_00001651/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00001651/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00001651/02_2_side_segment.png
85569,img/WOMEN/Rompers_Jumpsuits/id_00007760/02_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00007760/02_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00007760/02_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00007760/02_1_front_segment.png
85571,img/WOMEN/Rompers_Jumpsuits/id_00007760/02_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00007760/02_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00007760/02_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00007760/02_2_side_segment.png
85575,img/WOMEN/Dresses/id_00002899/03_2_side.jpg,img/WOMEN/Dresses/id_00002899/03_1_front.jpg,img_seg/WOMEN/Dresses/id_00002899/03_2_side_segment.png,img_seg/WOMEN/Dresses/id_00002899/03_1_front_segment.png
85580,img/WOMEN/Dresses/id_00002899/03_1_front.jpg,img/WOMEN/Dresses/id_00002899/03_2_side.jpg,img_seg/WOMEN/Dresses/id_00002899/03_1_front_segment.png,img_seg/WOMEN/Dresses/id_00002899/03_2_side_segment.png
85590,img/WOMEN/Tees_Tanks/id_00002191/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002191/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002191/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002191/01_2_side_segment.png
85597,img/WOMEN/Tees_Tanks/id_00002191/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002191/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002191/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002191/01_1_front_segment.png
85604,img/WOMEN/Blouses_Shirts/id_00001621/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00001621/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001621/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001621/03_2_side_segment.png
85607,img/WOMEN/Blouses_Shirts/id_00001621/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00001621/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001621/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001621/03_1_front_segment.png
85614,img/WOMEN/Cardigans/id_00000559/02_2_side.jpg,img/WOMEN/Cardigans/id_00000559/02_1_front.jpg,img_seg/WOMEN/Cardigans/id_00000559/02_2_side_segment.png,img_seg/WOMEN/Cardigans/id_00000559/02_1_front_segment.png
85621,img/WOMEN/Cardigans/id_00000559/02_1_front.jpg,img/WOMEN/Cardigans/id_00000559/02_2_side.jpg,img_seg/WOMEN/Cardigans/id_00000559/02_1_front_segment.png,img_seg/WOMEN/Cardigans/id_00000559/02_2_side_segment.png
85626,img/WOMEN/Dresses/id_00002073/01_2_side.jpg,img/WOMEN/Dresses/id_00002073/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00002073/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00002073/01_1_front_segment.png
85628,img/WOMEN/Dresses/id_00002073/01_1_front.jpg,img/WOMEN/Dresses/id_00002073/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00002073/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00002073/01_2_side_segment.png
85636,img/WOMEN/Tees_Tanks/id_00003687/17_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003687/17_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003687/17_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003687/17_2_side_segment.png
85643,img/WOMEN/Tees_Tanks/id_00003687/17_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003687/17_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003687/17_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003687/17_1_front_segment.png
85646,img/WOMEN/Blouses_Shirts/id_00006899/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00006899/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006899/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006899/02_2_side_segment.png
85649,img/WOMEN/Blouses_Shirts/id_00006899/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00006899/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006899/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006899/02_1_front_segment.png
85664,img/WOMEN/Blouses_Shirts/id_00001418/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00001418/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001418/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001418/01_2_side_segment.png
85667,img/WOMEN/Blouses_Shirts/id_00001418/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00001418/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001418/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001418/01_1_front_segment.png
85693,img/MEN/Tees_Tanks/id_00007653/02_1_front.jpg,img/MEN/Tees_Tanks/id_00007653/02_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00007653/02_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00007653/02_2_side_segment.png
85698,img/MEN/Tees_Tanks/id_00007653/02_2_side.jpg,img/MEN/Tees_Tanks/id_00007653/02_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00007653/02_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00007653/02_1_front_segment.png
85700,img/WOMEN/Tees_Tanks/id_00005085/15_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005085/15_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005085/15_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005085/15_2_side_segment.png
85703,img/WOMEN/Tees_Tanks/id_00005085/15_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005085/15_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005085/15_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005085/15_1_front_segment.png
85720,img/WOMEN/Blouses_Shirts/id_00000626/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00000626/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00000626/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00000626/02_2_side_segment.png
85723,img/WOMEN/Blouses_Shirts/id_00000626/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00000626/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00000626/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00000626/02_1_front_segment.png
85743,img/WOMEN/Graphic_Tees/id_00005391/01_1_front.jpg,img/WOMEN/Graphic_Tees/id_00005391/01_2_side.jpg,img_seg/WOMEN/Graphic_Tees/id_00005391/01_1_front_segment.png,img_seg/WOMEN/Graphic_Tees/id_00005391/01_2_side_segment.png
85748,img/WOMEN/Graphic_Tees/id_00005391/01_2_side.jpg,img/WOMEN/Graphic_Tees/id_00005391/01_1_front.jpg,img_seg/WOMEN/Graphic_Tees/id_00005391/01_2_side_segment.png,img_seg/WOMEN/Graphic_Tees/id_00005391/01_1_front_segment.png
85768,img/WOMEN/Tees_Tanks/id_00002162/29_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002162/29_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002162/29_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002162/29_2_side_segment.png
85775,img/WOMEN/Tees_Tanks/id_00002162/29_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002162/29_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002162/29_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002162/29_1_front_segment.png
85779,img/WOMEN/Dresses/id_00007043/09_1_front.jpg,img/WOMEN/Dresses/id_00007043/09_2_side.jpg,img_seg/WOMEN/Dresses/id_00007043/09_1_front_segment.png,img_seg/WOMEN/Dresses/id_00007043/09_2_side_segment.png
85784,img/WOMEN/Dresses/id_00007043/09_2_side.jpg,img/WOMEN/Dresses/id_00007043/09_1_front.jpg,img_seg/WOMEN/Dresses/id_00007043/09_2_side_segment.png,img_seg/WOMEN/Dresses/id_00007043/09_1_front_segment.png
85796,img/WOMEN/Rompers_Jumpsuits/id_00000076/01_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00000076/01_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00000076/01_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00000076/01_2_side_segment.png
85798,img/WOMEN/Rompers_Jumpsuits/id_00000076/01_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00000076/01_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00000076/01_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00000076/01_1_front_segment.png
85816,img/WOMEN/Sweaters/id_00007390/02_2_side.jpg,img/WOMEN/Sweaters/id_00007390/02_1_front.jpg,img_seg/WOMEN/Sweaters/id_00007390/02_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00007390/02_1_front_segment.png
85819,img/WOMEN/Sweaters/id_00007390/02_1_front.jpg,img/WOMEN/Sweaters/id_00007390/02_2_side.jpg,img_seg/WOMEN/Sweaters/id_00007390/02_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00007390/02_2_side_segment.png
85821,img/WOMEN/Dresses/id_00002531/02_2_side.jpg,img/WOMEN/Dresses/id_00002531/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00002531/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00002531/02_1_front_segment.png
85824,img/WOMEN/Dresses/id_00002531/02_1_front.jpg,img/WOMEN/Dresses/id_00002531/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00002531/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00002531/02_2_side_segment.png
